,Id,PID,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Heating QC,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Cars,Garage Area,Garage Qual,Garage Cond,Pool Area,Misc Val,SalePrice,Total Baths,totalsqft,is_remodelled,has_finished_garage,Detached Garage,Has Finished Basement,has_pool,has_fence,has_paved_drive,has_central_air,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Misc Feature_Gar2,Misc Feature_Othr,Misc Feature_Shed,Misc Feature_TenC,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,age,age_cat
243,1130,528488140,20,62.0,7500,7,5,210.0,4,3,4.0,3.0,5,2,1,4,6,0,0.0,2.0,462.0,3.0,3.0,0,0,230348,3.0,2772.0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,2.0
244,201,903234050,30,51.0,6120,6,5,0.0,3,3,2.0,2.0,3,2,1,3,5,1,4.0,1.0,288.0,3.0,3.0,0,0,109500,2.0,2320.0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,10.0
245,2886,913350030,20,69.0,23580,6,6,0.0,3,3,4.0,3.0,3,3,1,2,6,1,3.0,2.0,576.0,3.0,3.0,0,0,242500,3.0,3414.0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4.0
246,2328,527190050,160,44.0,5306,7,7,0.0,4,4,4.0,4.0,4,2,1,4,5,1,3.0,2.0,504.0,4.0,3.0,0,0,239000,3.0,3307.0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35,4.0
247,2583,535301150,20,70.0,8092,6,8,176.0,3,4,3.0,3.0,5,3,1,4,6,0,0.0,1.0,286.0,3.0,3.0,0,0,156000,2.0,2100.0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68,7.0
248,1206,534277060,20,77.0,8593,4,6,0.0,3,3,3.0,3.0,5,3,1,3,5,0,0.0,1.0,352.0,3.0,3.0,0,0,109008,1.0,1814.0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65,6.0
249,2242,910206010,50,64.0,11067,2,4,0.0,3,3,0.0,0.0,5,1,1,3,4,0,0.0,1.0,256.0,3.0,2.0,0,0,68104,1.0,893.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,8.0
250,1105,528363020,60,0.0,11929,8,7,466.0,4,3,4.0,3.0,5,4,1,4,9,1,3.0,3.0,751.0,3.0,3.0,0,0,290000,3.0,4022.0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,3.0
251,121,534401110,20,90.0,9900,5,5,0.0,3,3,4.0,3.0,4,3,1,3,6,0,0.0,2.0,504.0,3.0,3.0,0,0,159000,2.0,2538.0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56,6.0
252,1223,534453140,70,50.0,4882,4,7,0.0,3,3,3.0,3.0,3,2,1,3,5,0,0.0,1.0,231.0,2.0,3.0,0,0,87000,1.0,1254.0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,8.0
253,265,907252120,20,0.0,11423,8,5,479.0,4,3,4.0,3.0,5,3,1,4,6,1,3.0,2.0,670.0,3.0,3.0,0,2000,272000,3.0,3362.0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2.0
254,2813,907414040,20,65.0,8772,7,5,0.0,4,3,4.0,3.0,5,3,1,4,6,0,0.0,2.0,502.0,3.0,3.0,0,0,198000,3.0,2851.0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2.0
255,1294,902109120,50,63.0,7628,4,6,0.0,3,4,3.0,3.0,4,2,1,3,8,0,0.0,2.0,440.0,3.0,3.0,0,0,119164,2.0,2644.0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,82,8.0
256,2745,905477010,20,77.0,8335,5,5,0.0,3,3,0.0,0.0,4,3,1,3,5,1,4.0,0.0,0.0,,,0,0,93000,1.0,1350.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,7.0
257,1094,528280180,60,71.0,8220,7,5,647.0,4,3,4.0,3.0,5,3,1,3,8,1,3.0,2.0,431.0,3.0,3.0,0,0,226750,3.0,2982.0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2.0
258,651,535353140,190,107.0,10615,3,5,0.0,3,3,2.0,3.0,3,3,2,3,7,0,0.0,2.0,420.0,2.0,2.0,0,0,95000,3.0,2751.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,122,12.0
259,198,903228150,50,50.0,6000,6,7,0.0,3,3,3.0,3.0,3,3,1,3,6,0,0.0,1.0,312.0,3.0,3.0,0,0,139900,2.0,2465.0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,7.0
260,131,534451150,30,55.0,5350,3,2,0.0,3,1,3.0,3.0,5,3,1,2,6,0,0.0,0.0,0.0,,,0,450,76500,1.0,2297.0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,8.0
261,1258,535380110,30,60.0,5400,4,7,0.0,4,3,3.0,3.0,4,2,1,3,4,0,0.0,1.0,308.0,3.0,3.0,0,0,86900,1.0,1540.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,82,8.0
262,1599,923227030,20,0.0,17979,5,6,0.0,3,4,3.0,3.0,5,3,1,4,6,0,0.0,1.0,257.0,3.0,3.0,0,500,152500,2.0,2354.0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54,5.0
263,1508,908250090,20,68.0,9520,4,5,115.0,3,3,4.0,3.0,3,2,1,3,5,0,0.0,1.0,286.0,3.0,3.0,0,3000,99000,1.0,1975.0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,7.0
264,615,534450150,30,50.0,5330,4,7,0.0,2,3,3.0,3.0,4,2,1,2,5,0,0.0,0.0,0.0,,,0,0,82500,1.0,1292.0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,8.0
265,1815,531451030,120,50.0,8012,6,5,0.0,4,3,4.0,3.0,4,2,1,4,5,0,0.0,2.0,529.0,3.0,3.0,0,0,179200,3.0,3202.0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,3.0
266,2712,905105010,20,75.0,9000,5,6,0.0,3,3,3.0,3.0,4,3,1,3,6,0,0.0,1.0,286.0,3.0,3.0,0,0,142500,2.0,2206.0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56,6.0
267,2051,905101070,20,62.0,14299,4,3,0.0,3,3,3.0,3.0,3,3,1,3,5,0,0.0,2.0,440.0,3.0,3.0,0,0,115400,2.0,2010.0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,58,6.0
268,1863,534104090,60,0.0,7050,7,5,0.0,4,3,4.0,3.0,5,3,1,4,7,1,3.0,2.0,650.0,3.0,3.0,0,0,226000,4.0,3221.0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,2.0
269,2510,533212130,160,30.0,3180,7,5,0.0,4,3,4.0,3.0,5,2,1,4,4,0,0.0,2.0,480.0,3.0,3.0,0,0,144152,3.0,1966.0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,2.0
270,1069,528178090,60,112.0,16451,8,5,221.0,4,3,5.0,3.0,5,4,1,4,9,1,4.0,3.0,795.0,3.0,3.0,0,0,370000,3.0,4781.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,2.0
271,336,923276030,20,76.0,12887,5,7,0.0,3,3,4.0,3.0,3,2,1,4,5,0,0.0,2.0,495.0,3.0,3.0,0,0,149900,2.0,2097.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4.0
272,2417,528221100,60,105.0,15578,6,5,0.0,4,3,4.0,3.0,4,3,1,3,8,0,0.0,2.0,429.0,3.0,3.0,0,0,172785,3.0,2184.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2.0
273,1962,535451110,20,60.0,7200,5,8,0.0,3,3,3.0,3.0,4,3,1,4,5,0,0.0,2.0,720.0,3.0,3.0,0,0,129000,2.0,1922.0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72,7.0
274,372,527302175,20,48.0,17043,6,5,0.0,3,4,4.0,2.0,3,3,1,3,7,1,3.0,2.0,435.0,3.0,3.0,0,0,181000,2.0,3140.0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43,4.0
275,2578,535178100,80,125.0,10000,5,6,272.0,3,3,3.0,3.0,5,3,1,3,6,1,3.0,1.0,300.0,3.0,3.0,0,0,148000,2.0,2739.0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66,7.0
276,2824,908130020,20,75.0,8050,6,5,0.0,3,3,4.0,3.0,5,2,1,4,4,0,0.0,0.0,0.0,,,0,0,117250,2.0,1860.0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2.0
277,471,528228435,120,43.0,3182,7,5,16.0,4,3,4.0,3.0,5,2,1,4,7,1,3.0,2.0,430.0,3.0,3.0,0,0,192500,2.0,3091.0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2.0
278,1544,909451150,160,24.0,1950,6,6,0.0,3,4,4.0,3.0,3,3,1,3,6,1,3.0,2.0,452.0,3.0,3.0,0,0,151000,4.0,2433.0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,4.0
279,2141,907203060,20,70.0,7700,5,5,0.0,3,3,3.0,3.0,3,3,1,3,5,0,0.0,2.0,461.0,3.0,3.0,0,0,112500,2.0,1860.0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5.0
280,2008,903205085,30,98.0,8731,5,5,0.0,3,2,3.0,3.0,3,3,1,3,6,1,4.0,2.0,495.0,3.0,3.0,0,0,144000,1.0,2424.0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,10.0
281,1075,528186130,120,89.0,8232,9,5,714.0,5,3,5.0,3.0,5,2,1,5,6,1,4.0,3.0,944.0,3.0,3.0,0,0,370967,3.0,3810.0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,2.0
282,34,527453130,160,24.0,2280,6,6,0.0,3,3,3.0,3.0,3,3,1,4,6,1,3.0,2.0,440.0,3.0,3.0,0,0,149900,3.0,2484.0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47,5.0
283,847,907192030,60,68.0,8935,7,5,95.0,4,3,4.0,3.0,5,3,1,4,7,0,0.0,2.0,493.0,3.0,3.0,0,0,195000,3.0,2703.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2.0
284,1629,527165100,80,0.0,9125,7,5,170.0,3,3,4.0,3.0,4,3,1,4,7,1,3.0,2.0,392.0,3.0,3.0,0,0,163900,3.0,1991.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3.0
285,2073,905352010,20,0.0,11075,6,5,136.0,3,3,4.0,3.0,5,3,1,3,7,1,3.0,2.0,552.0,3.0,3.0,0,0,182000,2.0,2957.0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4.0
286,960,916382100,20,113.0,13438,9,5,246.0,5,3,5.0,3.0,5,3,1,5,9,1,5.0,3.0,780.0,3.0,3.0,0,0,410000,3.0,4470.0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1.0
287,955,914476430,20,82.0,11070,5,5,0.0,3,3,4.0,3.0,3,2,1,3,5,0,0.0,2.0,672.0,3.0,3.0,0,0,152000,3.0,3177.0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3.0
288,2476,531376030,60,65.0,7800,7,5,172.0,4,3,4.0,3.0,5,3,1,4,8,0,0.0,2.0,462.0,3.0,3.0,0,0,184000,3.0,2822.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,2.0
289,1590,923202015,90,78.0,7060,7,5,200.0,3,4,4.0,4.0,5,2,2,3,8,0,0.0,4.0,784.0,3.0,3.0,0,0,206300,4.0,2688.0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2.0
290,2913,923226150,90,0.0,11836,5,5,0.0,3,3,3.0,3.0,3,4,2,3,8,0,0.0,3.0,928.0,3.0,3.0,0,0,146500,2.0,3304.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52,5.0
291,149,535180130,50,60.0,8382,4,5,0.0,3,3,3.0,3.0,3,3,1,3,5,0,0.0,1.0,263.0,3.0,3.0,0,0,108000,1.0,2169.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66,7.0
292,2525,534126060,80,102.0,10192,7,6,143.0,3,3,3.0,3.0,4,4,1,4,8,1,3.0,2.0,487.0,3.0,3.0,0,0,170000,3.0,2588.0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54,5.0
293,1470,907290250,120,0.0,4426,6,5,205.0,4,3,4.0,3.0,5,1,1,4,3,0,0.0,2.0,420.0,3.0,3.0,0,0,145000,2.0,1836.0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2.0
294,412,527453140,120,24.0,2280,7,5,0.0,3,3,4.0,3.0,3,2,1,3,4,1,2.0,2.0,440.0,3.0,3.0,0,0,123000,3.0,2139.0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47,5.0
295,1399,905351089,120,0.0,2887,6,5,0.0,3,3,4.0,3.0,5,2,1,4,6,1,4.0,2.0,431.0,3.0,3.0,0,0,173000,2.0,2889.0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3.0
296,183,902207140,30,60.0,8520,6,8,0.0,3,4,3.0,3.0,4,2,1,3,5,0,0.0,2.0,484.0,3.0,3.0,0,0,105900,1.0,1450.0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,94,9.0
297,974,923225360,180,21.0,1596,4,5,0.0,3,3,4.0,3.0,3,2,1,3,5,0,0.0,1.0,297.0,3.0,3.0,0,0,91000,2.0,1671.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5.0
298,930,909426090,50,78.0,15600,5,7,0.0,3,3,3.0,3.0,2,3,1,2,7,1,3.0,1.0,295.0,3.0,3.0,0,0,158000,3.0,2671.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7.0
299,881,907412020,60,65.0,9313,7,5,0.0,4,3,4.0,3.0,5,3,1,4,7,0,0.0,2.0,572.0,3.0,3.0,0,0,190000,3.0,2835.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2.0
300,1180,533250110,120,22.0,11064,8,5,0.0,4,3,4.0,3.0,5,1,1,4,4,1,2.0,2.0,477.0,3.0,3.0,0,0,217500,3.0,2665.0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,3.0
301,1553,910226040,50,75.0,9000,5,5,162.0,3,3,3.0,3.0,4,4,1,3,7,0,0.0,1.0,356.0,3.0,3.0,0,0,165500,2.0,3106.0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,6.0
302,928,909425060,70,75.0,12000,7,7,0.0,3,3,3.0,3.0,5,3,1,2,7,1,4.0,1.0,234.0,3.0,3.0,0,0,174500,2.0,2268.0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,8.0
303,1512,908276140,80,62.0,7692,4,6,0.0,3,3,5.0,3.0,4,3,1,3,6,0,0.0,1.0,312.0,3.0,3.0,0,0,100000,1.0,1620.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,7.0
304,3,526351010,20,81.0,14267,6,6,108.0,3,3,3.0,3.0,3,3,1,4,6,0,0.0,1.0,312.0,3.0,3.0,0,12500,172000,2.0,3087.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,6.0
